Outcome,Model,Feature_construct,Explained_output,Level,N,Weighted_mean_SHAP,Weighted_mean_abs_SHAP,Weight_sum
MEDDL,LR,SEX_A,base_estimator_log_odds,Missing/special,1,0.20302280287184848,0.20302280287184848,4611.755
MEDDL,LR,SEX_A,base_estimator_log_odds,code_1,2958,-0.11765817758580129,0.11765817758580129,24662417.391999997
MEDDL,LR,SEX_A,base_estimator_log_odds,code_2,3460,0.09823999886346711,0.09823999886346711,25603154.915
MEDDL,LR,HISPALLP_A,base_estimator_log_odds,code_1,935,-0.09919555356267082,0.09919555356267082,9079677.384
MEDDL,LR,HISPALLP_A,base_estimator_log_odds,code_2,4243,0.13542258933055834,0.13542258933055834,30287641.996999998
MEDDL,LR,HISPALLP_A,base_estimator_log_odds,code_3,671,-0.22620041914631572,0.22620041914631572,6134871.62
MEDDL,LR,HISPALLP_A,base_estimator_log_odds,code_4,384,-0.7411825312609669,0.7411825312609669,3311289.384
MEDDL,LR,HISPALLP_A,base_estimator_log_odds,code_5,43,-0.6703368289294263,0.6703368289294263,289909.742
MEDDL,LR,HISPALLP_A,base_estimator_log_odds,code_6,66,0.03654628510041873,0.03654628510041873,434208.203
MEDDL,LR,HISPALLP_A,base_estimator_log_odds,code_7,77,0.33721076681556555,0.33721076681556555,732585.7319999998
MEDDL,LR,EDUCP_A,base_estimator_log_odds,Missing/special,32,-0.034592591818768996,0.034592591818768996,363870.308
MEDDL,LR,EDUCP_A,base_estimator_log_odds,code_1,440,-0.591720943538397,0.591720943538397,4132990.264
MEDDL,LR,EDUCP_A,base_estimator_log_odds,code_10,249,0.06617172485567269,0.06617172485567269,1652957.372
MEDDL,LR,EDUCP_A,base_estimator_log_odds,code_2,116,-0.22589064236612255,0.22589064236612255,1212495.1609999998
MEDDL,LR,EDUCP_A,base_estimator_log_odds,code_3,147,-0.17325232347964978,0.17325232347964978,1130892.3709999998
MEDDL,LR,EDUCP_A,base_estimator_log_odds,code_4,1491,-0.3384795775964995,0.3384795775964995,12655618.363
MEDDL,LR,EDUCP_A,base_estimator_log_odds,code_5,923,0.07852248753194335,0.07852248753194335,7577074.116
MEDDL,LR,EDUCP_A,base_estimator_log_odds,code_6,276,-0.017832028838812915,0.017832028838812915,2050406.017
MEDDL,LR,EDUCP_A,base_estimator_log_odds,code_7,577,0.16229509051790966,0.16229509051790966,4617930.43
MEDDL,LR,EDUCP_A,base_estimator_log_odds,code_8,1469,0.16379902062412197,0.16379902062412197,10106311.267
MEDDL,LR,EDUCP_A,base_estimator_log_odds,code_9,699,0.453428756705713,0.453428756705713,4769638.392999999
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_1,188,0.07624104693642206,0.07624104693642206,1438230.0329999998
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_10,470,0.3794811243365283,0.3794811243365283,3697012.5979999998
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_11,388,0.32430855323168056,0.32430855323168056,3303098.671
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_12,394,0.06554641013076352,0.06554641013076352,3100767.9
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_13,324,-0.011184959736724119,0.011184959736724119,2607330.073
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_14,1930,-0.3259445299120896,0.3259445299120896,15348993.286000002
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_2,187,-0.18177515770614583,0.18177515770614583,1384944.663
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_3,322,-0.08638765689639001,0.08638765689639001,2378042.798
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_4,252,0.02481442760097557,0.02481442760097557,1789827.5900000003
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_5,331,0.05232085957910319,0.05232085957910319,2620717.5870000003
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_6,298,0.25836105600341536,0.25836105600341536,2170348.889
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_7,274,0.28951134491462865,0.28951134491462865,2014189.3329999999
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_8,530,0.3880032205680476,0.3880032205680476,4181768.7849999997
MEDDL,LR,RATCAT_A,base_estimator_log_odds,code_9,531,0.2391685865397302,0.2391685865397302,4234911.856000001
MEDDL,LR,EMPWRKLSW1_A,base_estimator_log_odds,Missing/special,193,-0.3369943650023177,0.3369943650023177,1493308.372
MEDDL,LR,EMPWRKLSW1_A,base_estimator_log_odds,code_1,3556,0.24669845119462175,0.24669845119462175,30918994.353
MEDDL,LR,EMPWRKLSW1_A,base_estimator_log_odds,code_2,2670,-0.3094486044677002,0.3094486044677002,17857881.336999997
MEDDL,LR,NOTCOV_A,base_estimator_log_odds,Missing/special,19,0.6852113018296289,0.6852113018296289,173199.387
MEDDL,LR,NOTCOV_A,base_estimator_log_odds,code_1,472,1.4833476372090932,1.4833476372090932,4745382.67
MEDDL,LR,NOTCOV_A,base_estimator_log_odds,code_2,5928,-0.09298360139956578,0.09298360139956578,45351602.004999995
MEDDL,LR,FDSCAT3_A,base_estimator_log_odds,Missing/special,231,0.6119319227914533,0.6119319227914533,1866140.906
MEDDL,LR,FDSCAT3_A,base_estimator_log_odds,code_1,5647,-0.14982182926930873,0.14982182926930873,43861264.938999996
MEDDL,LR,FDSCAT3_A,base_estimator_log_odds,code_2,312,0.949718591236885,0.949718591236885,2776281.3880000003
MEDDL,LR,FDSCAT3_A,base_estimator_log_odds,code_3,229,1.2772099982423324,1.2772099982423324,1766496.829
MEDDL,LR,PHSTAT_A,base_estimator_log_odds,Missing/special,3,0.2240073791933077,0.2240073791933077,19857.717
MEDDL,LR,PHSTAT_A,base_estimator_log_odds,code_1,1245,-0.7019864783646957,0.7019864783646957,10907147.961
MEDDL,LR,PHSTAT_A,base_estimator_log_odds,code_2,2066,-0.08117671919334916,0.08117671919334916,16045518.833999999
MEDDL,LR,PHSTAT_A,base_estimator_log_odds,code_3,2013,0.24568596830785805,0.24568596830785805,15656320.524
MEDDL,LR,PHSTAT_A,base_estimator_log_odds,code_4,860,0.46536715014817104,0.46536715014817104,6013706.5370000005
MEDDL,LR,PHSTAT_A,base_estimator_log_odds,code_5,232,0.7439672995646576,0.7439672995646576,1627632.489
MEDDL,LR,DISAB3_A,base_estimator_log_odds,code_1,748,0.3187415412061196,0.3187415412061196,5093352.409
MEDDL,LR,DISAB3_A,base_estimator_log_odds,code_2,5671,-0.04264341388208203,0.04264341388208203,45176831.653000005
MEDDL,LR,K6SPD_A,base_estimator_log_odds,Missing/special,121,-0.1871631362910804,0.1871631362910804,915380.664
MEDDL,LR,K6SPD_A,base_estimator_log_odds,code_1,235,0.8140907877233364,0.8140907877233364,1796026.582
MEDDL,LR,K6SPD_A,base_estimator_log_odds,code_2,6063,-0.028091565929886674,0.028091565929886674,47558776.816
MEDDL,LR,CHRONIC_BURDEN_CAT,base_estimator_log_odds,Missing/special,46,0.1554600574423058,0.1554600574423058,323160.527
MEDDL,LR,CHRONIC_BURDEN_CAT,base_estimator_log_odds,code_0,2430,-0.21695552252269765,0.21695552252269765,22469902.56
MEDDL,LR,CHRONIC_BURDEN_CAT,base_estimator_log_odds,code_1,1696,0.06134224905634173,0.06134224905634173,13350298.159999998
MEDDL,LR,CHRONIC_BURDEN_CAT,base_estimator_log_odds,code_2,1075,0.25473177970418626,0.25473177970418626,7046640.441
MEDDL,LR,CHRONIC_BURDEN_CAT,base_estimator_log_odds,code_3+,1172,0.09646876145855814,0.09646876145855814,7080182.374
MEDDL,RF,SEX_A,base_estimator_positive_class_probability,Missing/special,1,-0.001687079115983449,0.001687079115983449,4611.755
MEDDL,RF,SEX_A,base_estimator_positive_class_probability,code_1,2958,-0.003372731953872817,0.003402426629384449,24662417.391999997
MEDDL,RF,SEX_A,base_estimator_positive_class_probability,code_2,3460,0.002948623668477647,0.002981273567816651,25603154.915
MEDDL,RF,HISPALLP_A,base_estimator_positive_class_probability,code_1,935,-0.0018391298068525623,0.002376059088256876,9079677.384
MEDDL,RF,HISPALLP_A,base_estimator_positive_class_probability,code_2,4243,0.002034345550151679,0.0020349591785142496,30287641.996999998
MEDDL,RF,HISPALLP_A,base_estimator_positive_class_probability,code_3,671,-0.004055251071035951,0.004076041781222809,6134871.62
MEDDL,RF,HISPALLP_A,base_estimator_positive_class_probability,code_4,384,-0.009525399774674747,0.009525399774674747,3311289.384
MEDDL,RF,HISPALLP_A,base_estimator_positive_class_probability,code_5,43,-0.004999880531090457,0.0050012357852334465,289909.742
MEDDL,RF,HISPALLP_A,base_estimator_positive_class_probability,code_6,66,0.0033971436083616367,0.004664279576610968,434208.203
MEDDL,RF,HISPALLP_A,base_estimator_positive_class_probability,code_7,77,0.00929042369128585,0.009325137137202018,732585.7319999998
MEDDL,RF,EDUCP_A,base_estimator_positive_class_probability,Missing/special,32,0.0026192049819646545,0.0030698011835256474,363870.308
MEDDL,RF,EDUCP_A,base_estimator_positive_class_probability,code_1,440,-0.006732097755579529,0.006732097755579529,4132990.264
MEDDL,RF,EDUCP_A,base_estimator_positive_class_probability,code_10,249,9.62887503456563e-05,0.001826196240084893,1652957.372
MEDDL,RF,EDUCP_A,base_estimator_positive_class_probability,code_2,116,0.0011322097503706514,0.001743517399890451,1212495.1609999998
MEDDL,RF,EDUCP_A,base_estimator_positive_class_probability,code_3,147,0.0030651796730451182,0.0033592551065484847,1130892.3709999998
MEDDL,RF,EDUCP_A,base_estimator_positive_class_probability,code_4,1491,-0.0038287575986496974,0.003979213072111479,12655618.363
MEDDL,RF,EDUCP_A,base_estimator_positive_class_probability,code_5,923,0.003703071319338061,0.0037044665103385553,7577074.116
MEDDL,RF,EDUCP_A,base_estimator_positive_class_probability,code_6,276,0.0012974716482702052,0.0017653293647658433,2050406.017
MEDDL,RF,EDUCP_A,base_estimator_positive_class_probability,code_7,577,0.002345447106027133,0.0023995229517849615,4617930.43
MEDDL,RF,EDUCP_A,base_estimator_positive_class_probability,code_8,1469,0.0014199405353843657,0.0014484622378349774,10106311.267
MEDDL,RF,EDUCP_A,base_estimator_positive_class_probability,code_9,699,0.0031800398755622134,0.0031981460116815024,4769638.392999999
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_1,188,0.003485609921294832,0.004404464620184541,1438230.0329999998
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_10,470,0.008959156410561952,0.008959156410561952,3697012.5979999998
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_11,388,0.0072165572363363205,0.0072165572363363205,3303098.671
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_12,394,0.0034792642303214058,0.0035133369591131072,3100767.9
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_13,324,0.002192264182843916,0.002323887490277757,2607330.073
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_14,1930,-0.01125497155644205,0.01125497155644205,15348993.286000002
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_2,187,0.0014436926983200304,0.00280782726166922,1384944.663
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_3,322,0.0006187112106572428,0.002592549601457657,2378042.798
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_4,252,0.002904719600019637,0.0037525357711062396,1789827.5900000003
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_5,331,0.0028254623668851207,0.003330511267766212,2620717.5870000003
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_6,298,0.005708049318542486,0.0059540272331347665,2170348.889
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_7,274,0.007364759650884962,0.007364759650884962,2014189.3329999999
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_8,530,0.010831987066332335,0.010831987066332335,4181768.7849999997
MEDDL,RF,RATCAT_A,base_estimator_positive_class_probability,code_9,531,0.006121127839180458,0.0061238103706382834,4234911.856000001
MEDDL,RF,EMPWRKLSW1_A,base_estimator_positive_class_probability,Missing/special,193,-0.014535127445550728,0.01454383171775146,1493308.372
MEDDL,RF,EMPWRKLSW1_A,base_estimator_positive_class_probability,code_1,3556,0.01044916151469017,0.01044916151469017,30918994.353
MEDDL,RF,EMPWRKLSW1_A,base_estimator_positive_class_probability,code_2,2670,-0.012753806940224746,0.012753806940224746,17857881.336999997
MEDDL,RF,NOTCOV_A,base_estimator_positive_class_probability,Missing/special,19,0.06459111690524874,0.06459111690524874,173199.387
MEDDL,RF,NOTCOV_A,base_estimator_positive_class_probability,code_1,472,0.13603282433389013,0.13603282433389013,4745382.67
MEDDL,RF,NOTCOV_A,base_estimator_positive_class_probability,code_2,5928,-0.01179052655128367,0.01179052655128367,45351602.004999995
MEDDL,RF,FDSCAT3_A,base_estimator_positive_class_probability,Missing/special,231,0.025221331782467146,0.025254375857793346,1866140.906
MEDDL,RF,FDSCAT3_A,base_estimator_positive_class_probability,code_1,5647,-0.012965889394626754,0.012965889394626754,43861264.938999996
MEDDL,RF,FDSCAT3_A,base_estimator_positive_class_probability,code_2,312,0.08207387255250967,0.08207387255250967,2776281.3880000003
MEDDL,RF,FDSCAT3_A,base_estimator_positive_class_probability,code_3,229,0.15260893239728135,0.15260893239728135,1766496.829
MEDDL,RF,PHSTAT_A,base_estimator_positive_class_probability,Missing/special,3,0.004162645106186927,0.004162645106186927,19857.717
MEDDL,RF,PHSTAT_A,base_estimator_positive_class_probability,code_1,1245,-0.019553638967750458,0.019553638967750458,10907147.961
MEDDL,RF,PHSTAT_A,base_estimator_positive_class_probability,code_2,2066,-0.0012864021921270923,0.0018157605852330777,16045518.833999999
MEDDL,RF,PHSTAT_A,base_estimator_positive_class_probability,code_3,2013,0.006279184094169519,0.006280318223444329,15656320.524
MEDDL,RF,PHSTAT_A,base_estimator_positive_class_probability,code_4,860,0.014773384507888582,0.014780126173398333,6013706.5370000005
MEDDL,RF,PHSTAT_A,base_estimator_positive_class_probability,code_5,232,0.019610929151577607,0.019610929151577607,1627632.489
MEDDL,RF,DISAB3_A,base_estimator_positive_class_probability,code_1,748,0.02770206035762442,0.02770206035762442,5093352.409
MEDDL,RF,DISAB3_A,base_estimator_positive_class_probability,code_2,5671,-0.0032751817682315837,0.003284869470223596,45176831.653000005
MEDDL,RF,K6SPD_A,base_estimator_positive_class_probability,Missing/special,121,0.009915871036622814,0.010261923382355976,915380.664
MEDDL,RF,K6SPD_A,base_estimator_positive_class_probability,code_1,235,0.11655363852388968,0.11655363852388968,1796026.582
MEDDL,RF,K6SPD_A,base_estimator_positive_class_probability,code_2,6063,-0.004574130704194824,0.004574130704194824,47558776.816
MEDDL,RF,CHRONIC_BURDEN_CAT,base_estimator_positive_class_probability,Missing/special,46,0.0036137988937828334,0.0036137988937828334,323160.527
MEDDL,RF,CHRONIC_BURDEN_CAT,base_estimator_positive_class_probability,code_0,2430,-0.004452907859237877,0.004465221122552608,22469902.56
MEDDL,RF,CHRONIC_BURDEN_CAT,base_estimator_positive_class_probability,code_1,1696,0.0032201858949153263,0.0032235706800748834,13350298.159999998
MEDDL,RF,CHRONIC_BURDEN_CAT,base_estimator_positive_class_probability,code_2,1075,0.007244636486428805,0.00724485586003178,7046640.441
MEDDL,RF,CHRONIC_BURDEN_CAT,base_estimator_positive_class_probability,code_3+,1172,0.0035299754146337946,0.0037306321266905853,7080182.374
MEDDL,XGBoost,SEX_A,base_estimator_raw_margin_log_odds,Missing/special,1,0.0849669873714447,0.0849669873714447,4611.755
MEDDL,XGBoost,SEX_A,base_estimator_raw_margin_log_odds,code_1,2958,-0.1229074718145951,0.124082228691332,24662417.391999997
MEDDL,XGBoost,SEX_A,base_estimator_raw_margin_log_odds,code_2,3460,0.09393011321782178,0.09562397702553768,25603154.915
MEDDL,XGBoost,HISPALLP_A,base_estimator_raw_margin_log_odds,code_1,935,-0.12051869982745533,0.12248554079706468,9079677.384
MEDDL,XGBoost,HISPALLP_A,base_estimator_raw_margin_log_odds,code_2,4243,0.10840526821882875,0.10840526821882875,30287641.996999998
MEDDL,XGBoost,HISPALLP_A,base_estimator_raw_margin_log_odds,code_3,671,-0.2145334034816057,0.2145334034816057,6134871.62
MEDDL,XGBoost,HISPALLP_A,base_estimator_raw_margin_log_odds,code_4,384,-0.6950918812307898,0.6950918812307898,3311289.384
MEDDL,XGBoost,HISPALLP_A,base_estimator_raw_margin_log_odds,code_5,43,-0.5988695950051665,0.5988695950051665,289909.742
MEDDL,XGBoost,HISPALLP_A,base_estimator_raw_margin_log_odds,code_6,66,0.0224677296748524,0.09135550645278202,434208.203
MEDDL,XGBoost,HISPALLP_A,base_estimator_raw_margin_log_odds,code_7,77,0.3547381964734159,0.3547381964734159,732585.7319999998
MEDDL,XGBoost,EDUCP_A,base_estimator_raw_margin_log_odds,Missing/special,32,-0.08893341475455363,0.09471762989453653,363870.308
MEDDL,XGBoost,EDUCP_A,base_estimator_raw_margin_log_odds,code_1,440,-0.41515629543081645,0.41515629543081645,4132990.264
MEDDL,XGBoost,EDUCP_A,base_estimator_raw_margin_log_odds,code_10,249,-0.0006756079950824347,0.04933852039526673,1652957.372
MEDDL,XGBoost,EDUCP_A,base_estimator_raw_margin_log_odds,code_2,116,-0.08650622616519935,0.09074585585933283,1212495.1609999998
MEDDL,XGBoost,EDUCP_A,base_estimator_raw_margin_log_odds,code_3,147,-0.10121281306133222,0.10552383925818391,1130892.3709999998
MEDDL,XGBoost,EDUCP_A,base_estimator_raw_margin_log_odds,code_4,1491,-0.2559682829439578,0.2559719475644124,12655618.363
MEDDL,XGBoost,EDUCP_A,base_estimator_raw_margin_log_odds,code_5,923,0.13449640251345382,0.13459590244123662,7577074.116
MEDDL,XGBoost,EDUCP_A,base_estimator_raw_margin_log_odds,code_6,276,-0.05386112165687235,0.07011252462873245,2050406.017
MEDDL,XGBoost,EDUCP_A,base_estimator_raw_margin_log_odds,code_7,577,0.10914399424134139,0.11082091472591632,4617930.43
MEDDL,XGBoost,EDUCP_A,base_estimator_raw_margin_log_odds,code_8,1469,0.10687078598683242,0.11240004892156374,10106311.267
MEDDL,XGBoost,EDUCP_A,base_estimator_raw_margin_log_odds,code_9,699,0.3503692968769063,0.3503692968769063,4769638.392999999
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_1,188,-0.03649620575645033,0.06051795725788897,1438230.0329999998
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_10,470,0.27378224808566987,0.27378224808566987,3697012.5979999998
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_11,388,0.23339007857646563,0.23339007857646563,3303098.671
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_12,394,0.006883971939442236,0.030767193562044406,3100767.9
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_13,324,-0.17826624762323195,0.1823043166362805,2607330.073
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_14,1930,-0.37030863842634215,0.3703739062326199,15348993.286000002
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_2,187,-0.13897218660514565,0.14332129671351598,1384944.663
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_3,322,-0.11394119959133694,0.11689644104426511,2378042.798
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_4,252,0.005769205779475306,0.10733171682115632,1789827.5900000003
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_5,331,0.05257553070943791,0.096592474182864,2620717.5870000003
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_6,298,0.19962440060460684,0.20245974752796414,2170348.889
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_7,274,0.1727661725546969,0.1728604833415661,2014189.3329999999
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_8,530,0.33836151878623977,0.33836151878623977,4181768.7849999997
MEDDL,XGBoost,RATCAT_A,base_estimator_raw_margin_log_odds,code_9,531,0.13563774047233765,0.13886977756354427,4234911.856000001
MEDDL,XGBoost,EMPWRKLSW1_A,base_estimator_raw_margin_log_odds,Missing/special,193,-0.2586444487832615,0.2586444487832615,1493308.372
